bggid;rank;min_players;max_players;min_playtime;max_playtime;thumbnail;image;other_names;name
245934;359;2;4;45;75;https://cf.geekdo-images.com/MS6IGVNzi4jirZSYJH5uSg__thumb/img/QbFE_-YYkaIpmUHG43n4K13zyaY=/fit-in/200x150/filters:strip_icc()/pic5929511.jpg;https://cf.geekdo-images.com/MS6IGVNzi4jirZSYJH5uSg__original/img/UhtccTQMrHFGIXvJUHhu4c5UE0o=/0x0/filters:format(jpeg)/pic5929511.jpg;"[""\u6d3b\u5728\u7576\u4e0b""; ""\uce74\ub974\ud398 \ub514\uc5e0""]";Carpe Diem
18602;75;2;5;60;150;https://cf.geekdo-images.com/yC7nOSc1x5PT-oNnh6TEcQ__thumb/img/ec9AK_e7FTbxy9tA8er2wW4UnqA=/fit-in/200x150/filters:strip_icc()/pic1638795.jpg;https://cf.geekdo-images.com/yC7nOSc1x5PT-oNnh6TEcQ__original/img/ugJgRdFpYSsb5Pj1NDk76q6LKTo=/0x0/filters:format(jpeg)/pic1638795.jpg;"[""Caylus Premium Limited Edition""; ""\u30b1\u30a4\u30e9\u30b9""; ""\u51f1\u5442\u65af""; ""\u51f1\u5442\u65af\u57ce""; ""\ucf00\uc77c\ub7ec\uc2a4""]";Caylus
169318;1666;2;4;45;60;https://cf.geekdo-images.com/ghb1CT55OF8_Azl02D8n0g__thumb/img/lSNtw9F-ciAL8fn4npk2olr5PcM=/fit-in/200x150/filters:strip_icc()/pic2860096.png;https://cf.geekdo-images.com/ghb1CT55OF8_Azl02D8n0g__original/img/yjURoUSVpxSxEHDVFhp96snnJHg=/0x0/filters:format(png)/pic2860096.png;"[""Estoril 1942: Um jogo de espi\u00f5es""; ""Estoril 1942: Un juego de espias""; ""Miasto Szpieg\u00f3w: Estoril 1942""; ""Stadt der Spione: Estoril 1942""; ""\u95f4\u8c0d\u4e4b\u57ce -\u57c3\u4ec0\u6258\u91cc\u5c14-""]";City of Spies: Estoril 1942
214880;644;2;4;120;180;https://cf.geekdo-images.com/JImiygpumS35fVxlfsRPXw__thumb/img/4JoMwGJySRhnioxER3OEj6r0uYg=/fit-in/200x150/filters:strip_icc()/pic4223934.jpg;https://cf.geekdo-images.com/JImiygpumS35fVxlfsRPXw__original/img/7uft3DL-UNgIE2MQ_B_RbdsBQKw=/0x0/filters:format(jpeg)/pic4223934.jpg;"[""Chicago 1875: City of the Big Shoulders""]";City of the Big Shoulders
216132;44;1;4;30;120;https://cf.geekdo-images.com/SPuwc6RJ6y4PnTH36Pegsg__thumb/img/M_6Yxp0A_NbebWk3Mepinsm96WI=/fit-in/200x150/filters:strip_icc()/pic3511783.png;https://cf.geekdo-images.com/SPuwc6RJ6y4PnTH36Pegsg__original/img/GcuvCavv-ZZP5_O1kCTrZELuZdY=/0x0/filters:format(png)/pic3511783.png;"[""Clan di Caledonia""; ""Clanes de Caledonia""; ""Cl\u00e3s da Caled\u00f4nia""; ""Klany Kaledonii""; ""\u041a\u043b\u0430\u043d\u044b \u041a\u0430\u043b\u0435\u0434\u043e\u043d\u0438\u0438""; ""\u30af\u30e9\u30f3\u30ba\u30fb\u30aa\u30d6\u30fb\u30ab\u30ec\u30c9\u30cb\u30a2""; ""\ud074\ub79c \uc624\ube0c \uce7c\ub808\ub3c4\ub2c8\uc544""]";Clans of Caledonia
72225;784;1;5;120;120;https://cf.geekdo-images.com/7CdjkzPByup72oLWuOg9AA__thumb/img/NUltG_U1uGXWs3rwv86Om0hQgHE=/fit-in/200x150/filters:strip_icc()/pic1350204.jpg;https://cf.geekdo-images.com/7CdjkzPByup72oLWuOg9AA__original/img/bHBtxtjTnbKtSyUKwO50gNjSxcc=/0x0/filters:format(jpeg)/pic1350204.jpg;"[""CO2""]";CO₂
124361;18;2;5;100;100;https://cf.geekdo-images.com/CzwSm8i7tkLz6cBnrILZBg__thumb/img/ESPSltYYSFK-aJw6jOTdQrJGpOc=/fit-in/200x150/filters:strip_icc()/pic3453267.jpg;https://cf.geekdo-images.com/CzwSm8i7tkLz6cBnrILZBg__original/img/BhJ3sB3uk-eSdR1iW4EP3cu0Wi0=/0x0/filters:format(jpeg)/pic3453267.jpg;"[""Concordia: Sestertiusszal kik\u00f6vezett utak""; ""Oppida Romana""; ""Oppida: Cities of the Roman Empire""; ""Roma Caput Mundi""; ""\u041a\u043e\u043d\u043a\u043e\u0440\u0434\u0438\u044f""; ""\u30b3\u30f3\u30b3\u30eb\u30c7\u30a3\u30a2""; ""\u5eb7\u8003\u8fea\u4e9a""; ""\ucf69\ucf54\ub974\ub514\uc544""]";Concordia
269595;1179;2;4;20;40;https://cf.geekdo-images.com/9rxcvgJyZ4_gJ651hMBU_A__thumb/img/05JsAezAZt6d8p8tWbePI_gycZU=/fit-in/200x150/filters:strip_icc()/pic4518807.jpg;https://cf.geekdo-images.com/9rxcvgJyZ4_gJ651hMBU_A__original/img/cdlFURn_ypiHLQ8vreUtbSFODTE=/0x0/filters:format(jpeg)/pic4518807.jpg;"[""Copenhagen:   Kickstarter Deluxe Edition""; ""Copenhagen: Collector's Edition""; ""Copenhagen: Deluxe Edition""; ""\ucf54\ud39c\ud558\uac90""]";Copenhagen
168900;13708;2;4;45;45;https://cf.geekdo-images.com/tR2Qrvm6lu5kT2tkybzAnA__thumb/img/QsH59AZBkwT_vrsvRaWLUMFtpBg=/fit-in/200x150/filters:strip_icc()/pic2305626.jpg;https://cf.geekdo-images.com/tR2Qrvm6lu5kT2tkybzAnA__original/img/oGXaTf084hwz5_f8d9vossvtflU=/0x0/filters:format(jpeg)/pic2305626.jpg;[];D. Afonso Henriques
234920;11272;2;6;45;75;https://cf.geekdo-images.com/yzqC9igDwrshoB9VN7Pm5g__thumb/img/et_5FwenoFWzk8qLcFztGR7FLQ0=/fit-in/200x150/filters:strip_icc()/pic4003531.png;https://cf.geekdo-images.com/yzqC9igDwrshoB9VN7Pm5g__original/img/1HvxrFD1R12lJ-tByPx_6zATROQ=/0x0/filters:format(png)/pic4003531.png;[];Darwinning!
230267;1303;1;4;45;60;https://cf.geekdo-images.com/Rq78Zg67kx0Ay24kgNnx0Q__thumb/img/weF3RZ3u_waKER89aCEKW-ciQPc=/fit-in/200x150/filters:strip_icc()/pic4145901.jpg;https://cf.geekdo-images.com/Rq78Zg67kx0Ay24kgNnx0Q__original/img/Bsg0JxFtvDlhn6zbuX0bpSbwV6k=/0x0/filters:format(jpeg)/pic4145901.jpg;"[""Dados y Colonos""; ""Dice Settlers: Osadnicy z krwi i ko\u015bci""; ""Die W\u00fcrfelsiedler""; ""\u30c0\u30a4\u30b9\u30bb\u30c8\u30e9\u30fc\u30ba""]";Dice Settlers
260239;7458;1;4;30;60;https://cf.geekdo-images.com/pfeaN6g6CYpI03wgHqmYSg__thumb/img/TOvJphfZaFKSIVVGm-7GoaIWTTE=/fit-in/200x150/filters:strip_icc()/pic4297341.jpg;https://cf.geekdo-images.com/pfeaN6g6CYpI03wgHqmYSg__original/img/EUJe4dA2j-xCy1PeydYKcGtq9DU=/0x0/filters:format(jpeg)/pic4297341.jpg;[];Dicium
125675;8652;2;4;20;60;https://cf.geekdo-images.com/abNcykgcvAIvyZpmZY9Lew__thumb/img/l91104qfHunxC48wvhlD6zDqsgM=/fit-in/200x150/filters:strip_icc()/pic1327331.jpg;https://cf.geekdo-images.com/abNcykgcvAIvyZpmZY9Lew__original/img/gt-hLDZIqUhCNJDfVyBqbcHb7m0=/0x0/filters:format(jpeg)/pic1327331.jpg;[];Doctor Who: The Card Game
260330;;1;99;15;15;https://cf.geekdo-images.com/ZvO-1tOqXREm7Wy9GjSWQA__thumb/img/9lwrCDUTPEaE0GH1r63GVgjPN4Y=/fit-in/200x150/filters:strip_icc()/pic4349832.jpg;https://cf.geekdo-images.com/ZvO-1tOqXREm7Wy9GjSWQA__original/img/Y5gRg8eb643fFQBlOB43rt4I6I8=/0x0/filters:format(jpeg)/pic4349832.jpg;[];DOSA
256380;10738;2;5;15;25;https://cf.geekdo-images.com/F1Zv2zmciZReCUYFdE0Qzw__thumb/img/3J0TI8T_h9k8ogeaGCJN8rhe3rI=/fit-in/200x150/filters:strip_icc()/pic4227187.png;https://cf.geekdo-images.com/F1Zv2zmciZReCUYFdE0Qzw__original/img/SbOidRwLa6_8B5EtdS7z0VvOjtE=/0x0/filters:format(png)/pic4227187.png;[];Douro 1872
215311;356;2;6;20;40;https://cf.geekdo-images.com/c74C-NVJHuMVxt6A_j2TsA__thumb/img/OUdT3uFyqBBzN7q9ZDFN6WBiecU=/fit-in/200x150/filters:strip_icc()/pic3432548.png;https://cf.geekdo-images.com/c74C-NVJHuMVxt6A_j2TsA__original/img/FHgW4u5dIooEJnNjm2RXcO_yJWs=/0x0/filters:format(png)/pic3432548.png;"[""Bolidy""; ""Rivalov\u00e9""; ""\u0424\u043e\u0440\u043c\u0443\u043b\u0430 \u0441\u043a\u043e\u0440\u043e\u0441\u0442\u0438""; ""\u0e19\u0e31\u0e01\u0e0b\u0e34\u0e48\u0e07\u0e2a\u0e32\u0e22\u0e1f\u0e49\u0e32""; ""\u30c0\u30a6\u30f3\u30d5\u30a9\u30fc\u30b9""; ""\ub2e4\uc6b4\ud3ec\uc2a4""]";Downforce
205080;11072;2;5;15;20;https://cf.geekdo-images.com/DvM3kB-fjrYLJ0KrE-6hgA__thumb/img/djUXu4BpOwDshSyRz9W86yXLktE=/fit-in/200x150/filters:strip_icc()/pic3139186.jpg;https://cf.geekdo-images.com/DvM3kB-fjrYLJ0KrE-6hgA__original/img/hKRCmFDtwQU3QcibUvxtsRVG25o=/0x0/filters:format(jpeg)/pic3139186.jpg;"[""Drag\u00f5es e Galinhas""; ""Dragones & Gallinas""; ""Lochy i Kwoki""]";Dragons & Chickens
503;498;2;5;45;45;https://cf.geekdo-images.com/AuiR-lD7RsdYLXbxMaQI8A__thumb/img/020Q_crmzh9cGgwv-5excCcxFwg=/fit-in/200x150/filters:strip_icc()/pic3764263.jpg;https://cf.geekdo-images.com/AuiR-lD7RsdYLXbxMaQI8A__original/img/O15RqrkeA6i5JXIP3GwBRRwoPWI=/0x0/filters:format(jpeg)/pic3764263.jpg;"[""A trav\u00e9s del desierto""; ""Aavikon Karavaanit""; ""\u00c1t a sivatagon""; ""Durch die W\u00fcste""; ""Heersers der Woestijn""; ""Nel Deserto""; ""Przez Pustyni\u0119""; ""La travers\u00e9e du d\u00e9sert""; ""\u039a\u03b1\u03c1\u03b1\u03b2\u03ac\u03bd\u03b9\u03b1 \u03c4\u03b7\u03c2 \u0395\u03c1\u03ae\u03bc\u03bf\u03c5""; ""\u05d3\u05e8\u05da \u05d4\u05de\u05d3\u05d1\u05e8""; ""\u7802\u6f20\u3092\u8d8a\u3048\u3066""; ""\u7a7f\u8d8a\u8352\u6f20""]";Through the Desert
257378;8269;2;4;60;90;https://cf.geekdo-images.com/AoAe4XQaDi1jyiwrvMDn0A__thumb/img/of51RIbcW61hI4fkOYBzuwm4XMU=/fit-in/200x150/filters:strip_icc()/pic4273245.jpg;https://cf.geekdo-images.com/AoAe4XQaDi1jyiwrvMDn0A__original/img/YmWQ1egLjtGvmawzR8NiVVfRhkM=/0x0/filters:format(jpeg)/pic4273245.jpg;[];East Indiaman
